smiles,freesolv,description,chembl_id
CF,-0.22,"This molecule is a colorless flammable gas which is heavier than air. It has an agreeable ether-like odor. It is narcotic in high concentrations. It burns with evolution of hydrogen fluoride. The flame is colorless, similar to alcohol. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. This molecule is a member of the class of fluoromethanes that is methane in which a single hydrogen is substituted by a fluorine atom. It has a role as a refrigerant. It is a member of fluoromethanes, a fluorohydrocarbon and a member of methyl halides.",CHEMBL116838
CS(=O)C,-9.28,,
c1ccc2c(c1)Oc3ccccc3O2,-3.15,,
Cc1ccccc1N,-5.53,"This molecule appears as a clear colorless or light yellow liquid. May become reddish brown on exposure to air and light. Flash point 185 °F. Has about the same density as water and is very slightly soluble in water. Vapors are heavier than air. Confirmed carcinogen. This molecule is an aminotoluene in which the amino substituent is ortho to the methyl group. It has a role as a carcinogenic agent. This molecule is primarily used in the manufacture of dyes. This molecule is highly toxic to humans when absorbed through the skin, inhaled as vapor, or swallowed. Acute (short-term) exposure of humans to o- toluidine affects the blood (i.e., methemoglobinemia), with clinical signs of central nervous system depression. The chronic (long-term) effects in workers exposed to o-toluidine include anemia, anorexia, weight loss, skin lesions, central nervous system depression, cyanosis, and methemoglobinemia. Animal studies indicate that chronic exposure too-toluidine causes effects on the spleen, liver, urinary bladder, and blood. Occupational exposure to dyestuffs (including o-toluidine) is associated with an increased risk of bladder cancer. 2-Methylaniline hydrochloride (the hydrochloride salt of o-toluidine) was carcinogenic in rats and mice. This molecule has been classified by EPA as a Group B2, probable human carcinogen. This molecule is a synthetic, light sensitive, light yellow liquid that is slightly soluble in water and miscible with carbon tetrachloride, diethyl ether and ethanol. The hydrochloride is a synthetic, light sensitive, white crystalline powder that is soluble in dimethylsulfoxide and ethanol. This molecule and o-toluidine hydrochloride are used primarily as intermediates in the manufacture of dyes and pigments. When heated to decomposition, o-toluidine emits toxic fumes of nitrogen oxides while the hydrochloride also produces hydrochloric acid. Four studies of workers exposed to o-toluidine reported an excess of bladder cancers. This molecule and o-toluidine hydrochloride are reasonably anticipated to be human carcinogens. (NCI05) This molecule is a natural product found in Camellia sinensis with data available. These molecules are quite similar to those of aniline and toluidines have properties in common with other aromatic amines. Due to the amino group bonded to the aromatic ring, the toluidines are weakly basic. None of the toluidines is very soluble in pure water, but will become soluble if the aqueous solution is acidic due to formation of ammonium salts, as usual for organic amines. At room temperature and pressure, ortho- and meta-toluidines are viscous liquids, but para-toluidine is a flaky solid. This can be explained by the fact that the p-toluidine molecules are more symmetrical and fit into a crystalline structure more easily. p-Toluidine can be obtained from reduction of p-nitrotoluene. p-Toluidine reacts with formaldehyde to form Troger's base.",CHEMBL1381
CCCCBr,-0.4,"This molecule appears as a clear colorless liquid. Flash point 65 °F. Denser than water and insoluble in water. Vapors heavier than air. This molecule is a colorless liquid that is insoluble in water, but soluble in ethanol and diethyl ether. As a primary haloalkane, it is especially prone to SN2 type reactions. It is commonly used as an alkylating agent, or in combination with magnesium metal in dry ether (Grignard reagent) to form carbon-carbon bonds. It can be used as a cleaning agent, an agent for chemical synthesis or as a solvent for extractions. It is highly flammable.",CHEMBL160949
CCCCCCCCCO,-3.88,"This molecule appears as colorless liquid with a rose or fruity odor. Floats on water. Freezing point 23 °F. (USCG, 1999) This molecule is a nonanol that is nonane substituted by a hydroxy group at position 1. It has been isolated as a component of volatile oils from plants like Hordeum vulgare. It has a role as a plant metabolite, a volatile oil component, a flavouring agent and an antifungal agent. It is a nonanol and a primary alcohol. This molecule is a natural product found in Francisella tularensis, Humulus lupulus, and other organisms with data available.",CHEMBL24563
Cc1ccncc1,-4.93,"This molecule is a colorless moderately volatile liquid. (NTP, 1992) This molecule is a methylpyridine in which the methyl substituent is at position 4. This molecule is a natural product found in Camellia sinensis and Nicotiana tabacum with data available.",CHEMBL15544
C(=C(Cl)Cl)(Cl)Cl,0.1,,
CC(C)(C)Br,0.84,This molecule appears as a colorless liquid. Slightly denser than water and insoluble in water. Harmful if inhaled.,CHEMBL347644
C=C(c1ccccc1)c2ccccc2,-2.78,,
CCc1ccc(cc1)C,-0.95,,
Cc1cccnc1,-4.77,"This molecule is a colorless liquid with a sweetish odor. (NTP, 1992) This molecule is a methylpyridine that is pyridine substituted by a methyl group at position 3. This molecule is a natural product found in Camellia sinensis, Mentha arvensis, and other organisms with data available.",CHEMBL15722
COCC(OC)(OC)OC,-5.73,,
c1ccc-2c(c1)Cc3c2cccc3,-3.35,,
CC(=O)N,-9.71,,
COS(=O)(=O)OC,-5.1,"This molecule is a colorless oily liquid, odorless to a faint onion-like odor. It is very toxic by inhalation. It is a combustible liquid and has a flash point of 182 °F. It is slightly soluble in water and decomposed by water to give sulfuric acid with evolution of heat. It is corrosive to metals and tissue. It is a potent methylating agent. This molecule is the dimethyl ester of sulfuric acid. It has a role as an alkylating agent and an immunosuppressive agent. This molecule is primarily occupational. Acute (short-term) exposure of humans to the vapors of dimethyl sulfate may cause severe inflammation and necrosis of the eyes, mouth, and respiratory tract. Acute oral or inhalation exposure to dimethyl sulfate primarily damages the lungs but also injures the liver, kidneys, heart, and central nervous system (CNS), while dermal contact with dimethyl sulfate may produce severe blistering in humans. Human data on the carcinogenic effects of dimethyl sulfate are inadequate. Tumors have been observed in the nasal passages, lungs, and thorax of animals exposed to dimethyl sulfate by inhalation. EPA has classified dimethyl sulfate as a Group B2, probable human carcinogen. This molecule is an odorless, corrosive, oily liquid with an onion-like odor that emits toxic fumes upon heating. Dimethyl sulfate is used in industry as a methylating agent in the manufacture of many organic chemicals. Inhalation exposure to its vapors is highly irritating to the eyes and lungs and may cause damage to the liver, kidney, heart and central nervous system, while dermal contact causes severe blistering. It is a possible mutagen and is reasonably anticipated to be a human carcinogen based on evidence of carcinogenicity in experimental animals. (NCI05)",CHEMBL162150
C(C(Cl)Cl)(Cl)Cl,-2.37,,
COC(=O)C1CCCCC1,-3.3,,
CCCCCCBr,0.18,"This molecule is an organobromide compound. It is used to manufacture pharmaceuticals and organic chemicals. Bromine is a halogen element with the symbol Br and atomic number 35. Diatomic bromine does not occur naturally, but bromine salts can be found in crustal rock. (L625, L684)",CHEMBL3187491
CCCCCCCBr,0.34,,
c1ccc2c(c1)Oc3cccc(c3O2)Cl,-3.52,,
COC(CC#N)(OC)OC,-6.4,,
CC[C@H](C)Cl,0.0,,
CCCCCCc1ccccc1,-0.04,,
COc1cc(c(c(c1O)OC)Cl)C=O,-7.78,,
c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1.07,,
c1ccc(cc1)Cn2ccnc2,-7.63,,
c1ccc2c(c1)cccc2N,-7.28,,
CCOC(=O)CC(=O)OCC,-6.0,This molecule is a dicarboxylic acid. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Panax ginseng and Mimusops elengi with data available.,CHEMBL177114
CC(=O)C1CC1,-4.61,,
c1cc[nH]c1,-4.78,"This molecule is a tautomer of pyrrole that has the double bonds at positions 2 and 4. It is a pyrrole and a secondary amine. It is a tautomer of a 2H-pyrrole and a 3H-pyrrole. This molecule is a natural product found in Zea mays, Nicotiana tabacum, and other organisms with data available.",CHEMBL16225
c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O,-9.4,,
CC1CCC(CC1)C,2.11,,
C1CCC(CC1)O,-5.46,,
CN(C)CCC=C1c2ccccc2CCc3c1cccc3,-7.43,,
c1cc(ccc1O)F,-6.19,,
c1ccc(c(c1)N)Cl,-4.91,,
Cc1ccc(c(c1)C)C,-0.86,,
CCc1ccccc1C,-0.85,"This molecule is a member of the class of toluenes carrying an ethyl group at the ortho-position. This molecule is a natural product found in Gossypium hirsutum, Homo sapiens, and other organisms with data available.",CHEMBL364233
C[C@@H]1CC[C@H](CC1=O)C(=C)C,-3.75,,
c1ccc(cc1)c2ccccc2,-2.7,,
Cc1cccc(c1C)O,-6.16,,
COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-7.19,,
CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-6.74,,
CCN(CC)c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],-5.66,,
CSC,-1.61,"This molecule appears as a clear colorless to straw colored liquid with a disagreeable odor. Flash point less than 0 °F. Less dense than water and slightly soluble in water. Vapors are heavier than air. This molecule is a methyl sulfide in which the sulfur atom is substituted by two methyl groups. It is produced naturally by some marine algae. It has a role as a bacterial xenobiotic metabolite, a marine metabolite, an EC 3.5.1.4 (amidase) inhibitor, an algal metabolite and an Escherichia coli metabolite. This molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655). This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Tuber melanosporum, Solanum tuberosum, and other organisms with data available.",CHEMBL15580
