smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,description,chembl_id
Cc1ccc(N)cc1,p-Methylaniline ,-1.954,1,107.156,1,1,0,26.02,-1.21,"This molecule is a colorless solid. Melting point 44 °C (111 °F). Specific gravity 1.046. Vapor heavier than air. Produces toxic oxides of nitrogen during combustion. May be absorbed through the skin. Used in dyes, and in organic chemical manufacturing. This molecule is an aminotoluene in which the amino substituent is para to the methyl group.",CHEMBL58521
Nc1nccs1 ,aminothiazole,-1.226,1,100.146,1,1,0,38.91,-0.36,,
c1ccccc1(OC(=O)NC),Metolcarb,-1.947,1,151.165,1,1,1,38.33,-1.803,,
CCCC(O)CC,3-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.8,"This molecule is a hexanol in which the hydroxy group is at position 3. It has a role as a plant metabolite, a pheromone and a flavouring agent. It is a secondary alcohol and a hexanol. This molecule is a natural product found in Citrus reticulata, Aloe africana, and other organisms with data available.",CHEMBL46678
c3ccc2c(O)c1ccccc1cc2c3 ,9-anthrol,-4.148,1,194.233,1,3,0,20.23,-4.73,,
Cc1ccc2cc3ccccc3cc2c1,2-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-6.96,This molecule is a natural product found in Pinellia ternata with data available.,CHEMBL1797266
Cc1cccc(C)c1C,"1,2,3-Trimethylbenzene ",-3.312,1,120.195,0,1,0,0.0,-3.2,"This molecule is a trimethylbenzene carrying methyl groups at positions 1, 2 and 3. It has been found in Centaurium erythraea. It has a role as a neurotoxin and a plant metabolite. This molecule is a natural product found in Artemisia herba-alba, Ferulago nodosa, and other organisms with data available.",CHEMBL1797279
CNC(=O)Oc1ccc(N(C)C)c(C)c1,Aminocarb,-2.677,1,208.261,1,1,2,41.57,-2.36,"This molecule is a carbamate ester that is phenyl methylcarbamate substituted by a dimethylamino group at position 4 and a methyl group at position 3. It has a role as a carbamate insecticide, an EC 3.1.1.7 (acetylcholinesterase) inhibitor, a molluscicide, an acaricide and an agrochemical. It is a carbamate ester and a member of toluenes. It is functionally related to a methylcarbamic acid. This molecule is a synthetic toluene compound and carbamate acetylcholinesterase inhibitor that is used as a pesticide. It is characterized as a white to beige colored crystalline solid, and exposure occurs by inhalation, ingestion, or contact. This molecule is a carbamate pesticide. Carbamate pesticides are derived from carbamic acid and kill insects in a similar fashion as organophosphate insecticides. They are widely used in homes, gardens and agriculture. The first carbamate, carbaryl, was introduced in 1956 and more of it has been used throughout the world than all other carbamates combined. Because of carbaryl's relatively low mammalian oral and dermal toxicity and broad control spectrum, it has had wide use in lawn and garden settings. Most of the carbamates are extremely toxic to Hymenoptera, and precautions must be taken to avoid exposure to foraging bees or parasitic wasps. Some of the carbamates are translocated within plants, making them an effective systemic treatment. (L795)",CHEMBL1079605
CCCCCCCC(C)O,2-Nonanol,-2.387,1,144.258,1,0,6,20.23,-2.74,"This molecule is a secondary alcohol that is nonane substituted by a hydroxy group at position 2. It has a role as a volatile oil component, a pheromone, a plant metabolite, a flavouring agent, a bacterial metabolite and a rat metabolite. It is a secondary alcohol and a nonanol. This molecule is a natural product found in Francisella tularensis, Camellia sinensis, and other organisms with data available.",CHEMBL454517
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,Methyldymron,-3.863,1,268.36,1,2,3,32.34,-3.35,,
CCCC(=O)CC,3-Hexanone,-1.266,1,100.161,0,0,3,17.07,-0.83,"This molecule is a dialkyl ketone that is hexane in which the two methylene protons at position 3 have been replaced by an oxo group. It has a role as a human urinary metabolite, a human xenobiotic metabolite, an insect attractant, a plant metabolite and a bacterial xenobiotic metabolite. It derives from a hydride of a hexane. This molecule is a natural product found in Monascus purpureus, Homo sapiens, and Coffea arabica with data available.",CHEMBL3184187
Oc1c(Br)cc(C#N)cc1Br ,bromoxynil,-3.793,1,276.915,1,1,0,44.02,-3.33,,
Clc1ccc(cc1Cl)c2ccccc2 ,"3,4-PCB",-5.223,1,223.102,0,2,1,0.0,-6.39,,
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,Mefenacet,-4.504,1,298.367,0,3,4,42.43000000000001,-4.873,,
Oc1cccc2ncccc12 ,5-hydroxyquinoline,-2.725,1,145.161,1,2,0,33.120000000000005,-2.54,,
CC1=C(SCCO1)C(=O)Nc2ccccc2,Carboxin,-2.927,1,235.308,1,2,2,38.33,-3.14,,
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,Ethoxyzolamide,-3.085,1,258.324,1,2,3,82.28,-3.81,,
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Pentachlorophenol,-4.835,1,266.338,1,1,0,20.23,-4.28,"This molecule is a manufactured chemical that does not occur naturally. Pure pentachlorophenol exists as colorless crystals. Impure pentachlorophenol (the form usually found at hazardous waste sites) is dark gray to brown and exists as dust, beads, or flakes. Humans are usually exposed to impure pentachlorophenol (also called technical grade pentachlorophenol). This molecule was widely used as a pesticide and wood preservative. Since 1984, the purchase and use of pentachlorophenol has been restricted to certified applicators. It is no longer available to the general public. It is still used industrially as a wood preservative for utility poles, railroad ties, and wharf pilings. This molecule appears as a white crystalline solid. Slightly soluble in water. Noncombustible. Toxic by inhalation, ingestion, and skin absorption. Used as a fungicide and as a wood preservative. This molecule is a chlorophenol that is phenol substituted by 5 chloro groups. It has a role as a human xenobiotic metabolite. It is an organochlorine pesticide, a member of pentachlorobenzenes, an aromatic fungicide and a chlorophenol. It is functionally related to a pentachlorobenzene. It is a conjugate acid of a pentachlorophenolate. This molecule was once one of the most widely used biocides in the United States, but it is now a restricted use pesticide and is no longer available to the general public. It was primarily used as a wood preservative. This molecule is extremely toxic to humans from acute (short-term) ingestion and inhalation exposure. Acute inhalation exposures in humans have resulted in neurological, blood, and liver effects, and eye irritation. Chronic (long-term) exposure to pentachlorophenol by inhalation in humans has resulted in effects on the respiratory tract, blood, kidney, liver, immune system, eyes, nose, and skin. Human studies are inconclusive regarding pentachlorophenol exposure and reproductive effects. Human studies suggest an association between exposure to pentachlorophenol and cancer. Oral animal studies have reported increases in liver tumors and two uncommon tumor types. EPA has classified pentachlorophenol as a Group B2, probable human carcinogen. This molecule is a natural product found in Bos taurus with data available. This molecule is an organochlorine compound used as a pesticide and a disinfectant. First produced in the 1930s, it is marketed under many trade names. It can be found in two forms: PCP itself or as the sodium salt of PCP, which dissolves easily in water. Short-term exposure to large amounts of PCP can cause harmful effects on the liver, kidneys, blood, lungs, nervous system, immune system, and gastrointestinal tract. Elevated temperature, profuse sweating, uncoordinated movement, muscle twitching, and coma are additional side effects. Contact with PCP (particularly in the form of vapor) can irritate the skin, eyes, and mouth. Long-term exposure to low levels such as those that occur in the workplace can cause damage to the liver, kidneys, blood, and nervous system. Finally exposure to PCP is also associated with carcinogenic, renal, and neurological effects. The U.S. Environmental Protection Agency Toxicity Class classifies PCP in group B2 (probable human carcinogen).",CHEMBL75967
ClCBr,Bromochloromethane,-1.519,1,129.384,0,0,0,0.0,-0.89,This molecule appears as a clear colorless liquid with a sweet chloroform-like odor. Denser than water (density 1.991 g / cm3) and insoluble in water. Hence sinks in water. Boiling point 68 °C. Vapors may cause illness if inhaled. Nonflammable. When exposed to high temperatures may emit toxic fumes. Used as a fire extinguishing agent. This molecule is a halomethane that is chloromethane in which one of the hydrogens has been replaced by a bromine atom.,CHEMBL346918
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,metharbital,-1.658,1,198.222,1,1,2,66.48,-2.23,,
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,deoxycorticosterone acetate,-4.472,1,372.5050000000002,0,4,3,60.440000000000005,-4.63,,
NC(=O)NCc1ccccc1 ,benzylurea,-1.509,1,150.18099999999998,2,1,2,55.120000000000005,-0.95,,
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,Chlortoluron,-3.048,1,212.68,1,1,1,32.34,-3.483,,
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Linuron,-3.5810000000000004,1,249.097,1,1,2,41.57,-3.592,"This molecule appears as colorless crystals. Non corrosive. Used as an herbicide. This molecule is a member of the class of phenylureas that is N-methyl urea substituted by a methoxy group at position 1 and a 3,4-dichlorophenyl group at position 3. It has a role as a xenobiotic, an environmental contaminant, a herbicide and an agrochemical. It is a dichlorobenzene and a member of phenylureas. It is functionally related to a N-methyl urea. This molecule is an herbicide for the pre- and post-emergence control of annual grass and broad-leaved weeds using selective and systemic action with contact and residual action. It is known to inhibit photosynthesis (photosystem II).",CHEMBL448213
OC1CCCCCC1,Cycloheptanol,-1.7,1,114.188,1,1,0,20.23,-0.88,,CHEMBL503332
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,Thiamphenicol,-1.936,1,356.2270000000001,3,1,6,103.70000000000002,-2.154,,
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,thiopental,-2.96,1,242.344,2,1,4,58.2,-3.36,,
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,acetazolamide,-0.7929999999999999,1,222.251,2,1,2,115.04,-2.36,,
Oc1ccc(cc1)N(=O)=O,p-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-0.74,,
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,Aldrin,-5.511,1,364.914,0,4,0,0.0,-6.307,,
C1CCOC1,Tetrahydrofurane ,-0.62,2,72.107,0,1,0,9.23,0.49,"This molecule appears as a clear colorless liquid with an ethereal odor. Less dense than water. Flash point 6 °F. Vapors are heavier than air. This molecule is a cyclic ether that is butane in which one hydrogen from each methyl group is substituted by an oxygen. It has a role as a polar aprotic solvent. It is a member of oxolanes, a saturated organic heteromonocyclic parent, a cyclic ether and a volatile organic compound. This molecule is a natural product found in Castanopsis cuspidata and Coffea arabica with data available.",CHEMBL276521
Nc1ccccc1N(=O)=O,o-Nitroaniline,-2.277,1,138.126,1,1,1,69.16,-1.96,,
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,"2,2',3,3'-PCB",-6.079,1,291.992,0,2,1,0.0,-7.28,,
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,phenylbutazone,-4.0760000000000005,1,308.38100000000003,0,3,5,40.620000000000005,-3.81,,
Cc1c(cccc1N(=O)=O)N(=O)=O,"2,6-Dinitrotoluene",-2.553,1,182.135,0,1,2,86.28,-3.0,,
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,Progesterone,-4.17,1,314.46900000000005,0,4,1,34.14,-4.42,This molecule is a corticosteroid hormone.,CHEMBL125608
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,Chlorazine,-3.663,1,257.76899999999995,0,1,6,45.150000000000006,-4.4110000000000005,,
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,captafol,-4.365,1,349.06600000000014,0,2,3,37.38,-5.4,,
c1(Br)c(Br)cc(Br)cc1,"1,2,4-tribromobenzene",-5.144,1,314.802,0,1,0,0.0,-4.5,,
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,Oxazepam,-3.517,1,286.718,2,3,1,61.690000000000005,-3.952,,
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,Secobarbital,-2.415,1,238.28699999999995,2,1,5,75.27000000000001,-2.356,,
c1(O)c(C)ccc(C(C)C)c1,Carvacrol,-3.224,1,150.22099999999998,1,1,1,20.23,-2.08,,
C1SC(=S)NC1(=O),rhodanine,-0.396,1,133.197,1,1,0,29.1,-1.77,,
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,Morin,-2.7310000000000003,1,302.23800000000006,5,3,1,131.36,-3.083,,
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,Kepone,-5.112,1,490.6390000000001,0,6,0,17.07,-5.259,,
CCN(CC)C(=S)SSC(=S)N(CC)CC,Disulfiram,-3.862,1,296.5520000000001,0,0,4,6.48,-4.86,"This molecule appears as odorless or almost odorless white or almost white to tan powder. Unpleasant taste with metallic or garlic aftertaste. pH of a solution obtained by shaking 1 g with 30 mL of water is 6 to 8. (NTP, 1992) This molecule is an alcohol deterrent used as an adjunct to treatment of chronic alcoholism, based upon its ability to cause an aversive reaction when taken with alcohol. This molecule has been associated with a low rate of with serum aminotransferase elevations during chronic therapy and has been linked to clinically apparent acute liver injury which can be severe and result in fatality. This molecule is an organic disulfide that results from the formal oxidative dimerisation of N,N-diethyldithiocarbamic acid. A multi-enzyme inhibitor that is used in alcohol aversion therapy and also exhibits anticancer properties. It has a role as an EC 1.2.1.3 [aldehyde dehydrogenase (NAD(+))] inhibitor, an angiogenesis inhibitor, an EC 3.1.1.8 (cholinesterase) inhibitor, an EC 3.1.1.1 (carboxylesterase) inhibitor, an EC 5.99.1.2 (DNA topoisomerase) inhibitor, a fungicide, an apoptosis inducer, a NF-kappaB inhibitor, an antineoplastic agent and a ferroptosis inducer. It is an organic disulfide and an organosulfur acaricide. A carbamate derivative used as an alcohol deterrent. It is a relatively nontoxic substance when administered alone, but markedly alters the intermediary metabolism of alcohol. When alcohol is ingested after administration of disulfiram, blood acetaldehyde concentrations are increased, followed by flushing, systemic vasodilation, respiratory difficulties, nausea, hypotension, and other symptoms (acetaldehyde syndrome). It acts by inhibiting aldehyde dehydrogenase. This molecule is an Aldehyde Dehydrogenase Inhibitor. The mechanism of action of disulfiram is as an Acetyl Aldehyde Dehydrogenase Inhibitor. This molecule is an orally bioavailable carbamoyl derivative and a proteasome inhibitor that is used in the treatment of alcoholism, with potential antineoplastic and chemosensitizing activities. This molecule (DSF) may help to treat alcoholism by irreversibly binding to and inhibiting acetaldehyde dehydrogenase, an enzyme that oxidizes the ethanol metabolite acetaldehyde into acetic acid. Inhibition of acetaldehyde dehydrogenase leads to an accumulation of acetaldehyde and produces a variety of very unpleasant symptoms, which together are referred to as the disulfiram-ethanol reaction (DER). In addition, DSF has a strong ability to chelate metals and its antineoplastic activity is highly dependent upon binding to copper (Cu), a metal that selectively accumulates in cancer cells. DSF/Cu generates reactive oxygen species (ROS) and inhibits proteasome activity, leading to an accumulation of ubiquitinated proteins; both of these processes result in induction of apoptosis. Also, DSF/Cu inhibits various cancer-specific pathways, which leads to inhibition of tumor cell growth. This molecule is a natural product found in Coprinopsis atramentaria with data available. A carbamate derivative used as an alcohol deterrent. It is a relatively nontoxic substance when administered alone, but markedly alters the intermediary metabolism of alcohol. When alcohol is ingested after administration of disulfiram, blood acetaldehyde concentrations are increased, followed by flushing, systemic vasodilation, respiratory difficulties, nausea, hypotension, and other symptoms (acetaldehyde syndrome). It acts by inhibiting aldehyde dehydrogenase. [PubChem]",CHEMBL964
